kabkota,kecamatan,level_portal,npsn,school,address,kelurahan,status,profile
Kabupaten Bantul,Kasihan,dikdas,20400780,SD NEGERI SONOSEWU,Sonopakis Kidul,Ngestiharjo,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400780
Kabupaten Bantul,Kasihan,dikdas,20400183,SD NEGERI TLOGO,"Tlogo, Tamantirto,kasihan",Tamantirto,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400183
Kabupaten Bantul,Kasihan,dikdas,20400186,SD NEGERI WINONGO,"Jl. Bantul Km 6, Tirtonirmolo,kasihan",Tirtonirmolo,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400186
Kabupaten Bantul,Kasihan,dikdas,70040309,SD UNGGULAN MUHAMMADIYAH LEMAHDADI,Lemahdadi Rt 03 Dk. IV Bangunjiwo Kasihan Bantul,Bangunjiwo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/70040309
Kabupaten Bantul,Kasihan,dikdas,20400425,SMP MATARAM,Ambarbinangun Kasihan Bantul,Tirtonirmolo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400425
Kabupaten Bantul,Kasihan,dikdas,20400305,SMP MUHAMMADIYAH KASIHAN,"Jln Ringroad Selatan, Senggotan",Tirtonirmolo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400305
Kabupaten Bantul,Kasihan,dikdas,69969502,SMP MUTIARA PERSADA,"JALAN SUMBERAN, NGESTIHARJO, KASIHAN",Ngestiharjo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/69969502
Kabupaten Bantul,Kasihan,dikdas,20400298,SMP NEGERI 1 KASIHAN,Jalan Wates No 62 Kasihan Bantul,Ngestiharjo,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400298
Kabupaten Bantul,Kasihan,dikdas,20400366,SMP NEGERI 2 KASIHAN,"Jl. Bibis, Jetis, Tamantirto, Kasihan, Bantul",Tamantirto,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400366
Kabupaten Bantul,Kasihan,dikdas,20400326,SMP NEGERI 3 KASIHAN,Gendeng,Bangunjiwo,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400326
Kabupaten Bantul,Kasihan,dikdas,20400304,SMP PGRI KASIHAN,"Jl. PGRI II No.05, Sonosewu",Ngestiharjo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400304
Kabupaten Bantul,Kasihan,dikdas,20400291,SMP SANTO BELLARMINUS,Jogonalan Lor Tirtonirmolo Kasihan,Tirtonirmolo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400291
Kabupaten Bantul,Pajangan,dikdas,20400574,MIN 3 BANTUL,WAUNG,Guwosari,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400574
Kabupaten Bantul,Pajangan,dikdas,20400583,MIS AL ISLAMIYAH GANDEKAN,GANDEKAN,Guwosari,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400583
Kabupaten Bantul,Pajangan,dikdas,20400580,MIS DARUL MA`ARIF SERUT,"GUPAKWRAK, SENDANGSARI, PAJANGAN",Sendangsari,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400580
Kabupaten Bantul,Pajangan,dikdas,20400579,MIS MA`ARIF DIPONEGORO,JL. SELARONG,Sendangsari,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400579
Kabupaten Bantul,Pajangan,dikdas,70026182,MTs Tahfidz Al-Qur`an El Muna Q,Bungsing RT 003,Guwosari,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/70026182
Kabupaten Bantul,Pajangan,dikdas,70043207,MTSS Janki Dausat,Gandekan RT 2 Guwosari Pajangan Bantul,Guwosari,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/70043207
Kabupaten Bantul,Pajangan,dikdas,20400483,SD MUHAMMADIYAH KALAKIJO,"Kalakijo, Guwosari, Pajangan",Guwosari,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400483
Kabupaten Bantul,Pajangan,dikdas,20400531,SD NEGERI 1 IROYUDAN,"Iroyudan, Guwosari,pajangan",Guwosari,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400531
Kabupaten Bantul,Pajangan,dikdas,20400638,SD NEGERI BEJI,Beji,Sendangsari,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400638
Kabupaten Bantul,Pajangan,dikdas,20400681,SD NEGERI GUWO,Guwo Triwidadi Pajangan Bantul,Triwidadi,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400681
Kabupaten Bantul,Pajangan,dikdas,20400734,SD NEGERI GUWOSARI,"Kembang Gede, Guwosari, Pajangan",Guwosari,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400734
Kabupaten Bantul,Pajangan,dikdas,20400685,SD NEGERI KADIRESA,"Kadireso, Triwidadi, Pajangan",Triwidadi,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400685
Kabupaten Bantul,Pajangan,dikdas,20400202,SD NEGERI KEMBANGPUTIHAN,"Kembang Putihan, Guwosari,pajangan",Guwosari,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400202
Kabupaten Bantul,Pajangan,dikdas,20400209,SD NEGERI KREBET,KREBET,Sendangsari,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400209
Kabupaten Bantul,Pajangan,dikdas,20400265,SD NEGERI MANGIR LOR,Mangir Lor,Sendangsari,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400265
Kabupaten Bantul,Pajangan,dikdas,20400263,SD NEGERI SENDANGSARI,"Sendangsari, Pajangan, Bantul",Sendangsari,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400263
Kabupaten Bantul,Pajangan,dikdas,20400752,SD Negeri Triwidadi,"Pajangan, Triwidadi, Pajangan, Bantul, Daerah Istimewa Yogyakarta",Triwidadi,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400752
Kabupaten Bantul,Pajangan,dikdas,20400185,SD NEGERI TRUCUK,"Trucuk, Triwidadi, Pajangan",Triwidadi,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400185
Kabupaten Bantul,Pajangan,dikdas,20400296,SMP NEGERI 1 PAJANGAN,Kamijoro,Sendangsari,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400296
Kabupaten Bantul,Pajangan,dikdas,20400364,SMP NEGERI 2 PAJANGAN,Pajangan Triwidadi Pajangan,Triwidadi,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400364
Kabupaten Bantul,Pajangan,dikdas,20400335,SMP NEGERI 3 PAJANGAN,Krebet,Sendangsari,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400335
Kabupaten Bantul,Sedayu,dikdas,70059047,MTS Fadhlillah,kadibeso RT/RW: 084/000,Argodadi,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/70059047
Kabupaten Bantul,Sedayu,dikdas,20403523,SD BUDI MULIA DUA,"Jalan Wates Km 10,Kaliurang",Argomulyo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20403523
Kabupaten Bantul,Sedayu,dikdas,69852784,SD IT ANAK SHOLEH,"Gunung Bulu, Bandut Lor, Argorejo, Sedayu, Bantul",Argorejo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/69852784
Kabupaten Bantul,Sedayu,dikdas,20400596,SD MUHAMMADIYAH ARGOSARI,Tapen RT 16,Argosari,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400596
Kabupaten Bantul,Sedayu,dikdas,20400525,SD NEGERI 1 DINGKIKAN,"Dingkikan, Argodadi,sedayu",Argodadi,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400525
Kabupaten Bantul,Sedayu,dikdas,20400500,SD NEGERI 1 PEDES,Jln Wates Km 10 Yogyakarta,Argomulyo,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400500
Kabupaten Bantul,Sedayu,dikdas,20400512,SD NEGERI 1 SEDAYU,"Sundi Lor, Argorejo,sedayu",Argorejo,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400512
Kabupaten Bantul,Sedayu,dikdas,20400739,SD NEGERI 1 SUNGAPAN,"Selogedong, Argodadi,sedayu",Argodadi,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400739
Kabupaten Bantul,Sedayu,dikdas,20400718,SD NEGERI 2 DINGKIKAN,"Cawan, Argodadi,sedayu",Argodadi,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400718
Kabupaten Bantul,Sedayu,dikdas,20400783,SD NEGERI 2 PEDES,"Surobayan, Argomulyo, Sedayu",Argomulyo,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400783
Kabupaten Bantul,Sedayu,dikdas,20400797,SD NEGERI 2 SEDAYU,"Sedayu, Argosari, Sedayu",Argosari,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400797
Kabupaten Bantul,Sedayu,dikdas,20400764,SD NEGERI 2 SUNGAPAN,"Bakal Dukuh, Argodadi, Sedayu",Argodadi,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400764
Kabupaten Bantul,Sedayu,dikdas,20400655,SD NEGERI 3 SEDAYU,"Ngentak, Argorejo, Sedayu, Bantul",Argorejo,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400655
Kabupaten Bantul,Sedayu,dikdas,20400663,SD NEGERI BANDUT,"Bandut Kidul, Argorejo,sedayu",Argorejo,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400663
Kabupaten Bantul,Sedayu,dikdas,20400642,SD NEGERI BRONGKOL,"Brongkol, Argodadi, Sedayu",Argodadi,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400642
Kabupaten Bantul,Sedayu,dikdas,20400694,SD NEGERI GUNUNGMULYO,"Sengonkarang, Argomulyo,sedayu",Argomulyo,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400694
Kabupaten Bantul,Sedayu,dikdas,20400684,SD NEGERI JETIS,Jln Wates km 13 Argosari Sedayu Bantul,Argosari,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400684
Kabupaten Bantul,Sedayu,dikdas,20400239,SD NEGERI KALIBEROT,"Kaliberot, Argomulyo,Sedayu, Bantul, Yogyakarta",Argomulyo,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400239
Kabupaten Bantul,Sedayu,dikdas,20400205,SD NEGERI KLANGON,"Klangon, Argosari,sedayu",Argosari,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400205
Kabupaten Bantul,Sedayu,dikdas,20400211,SD NEGERI KRAPYAK,"Jl. Gesikan Km. 1,5 Polaman",Argorejo,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400211
Kabupaten Bantul,Sedayu,dikdas,20409866,SD NEGERI PANGGANG,Panggang,Argomulyo,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20409866
Kabupaten Bantul,Sedayu,dikdas,20400142,SD NEGERI PULUHAN,"Kemusuk, Argomulyo, Sedayu",Argomulyo,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400142
Kabupaten Bantul,Sedayu,dikdas,20400117,SD NEGERI SUKOHARJO,"Sumberan, Argodadi, Sedayu",Argodadi,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400117
Kabupaten Bantul,Sedayu,dikdas,20400652,SD NEGERI SUNGAPAN,"Sungapan Dukuh, Argodadi,sedayu",Argodadi,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400652
Kabupaten Bantul,Sedayu,dikdas,20400474,SD PANGUDI LUHUR,GUBUG,Argosari,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400474
Kabupaten Bantul,Sedayu,dikdas,20411878,Sekolah Menengah Pertama Kesatuan Bangsa,JL Wates Km. 10,Argomulyo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20411878
Kabupaten Bantul,Sedayu,dikdas,20400354,SMP NEGERI 1 SEDAYU,"Panggang, Argomulyo, Sedayu, Bantul",Argomulyo,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400354
Kabupaten Bantul,Sedayu,dikdas,20400347,SMP NEGERI 2 SEDAYU,"Bakal, Argodadi, Sedayu, Bantul, Yogyakarta",Argodadi,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400347
Kabupaten Bantul,Sedayu,dikdas,20400320,SMP PANGUDI LUHUR SEDAYU,Jln. Wates Km 12,Argosari,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400320
Kabupaten Bantul,Srandakan,dikmen,69765054,SLBS 1 SEKAR TERATAI,"PEDAK, RT 68, TRIMURTI, SRANDAKAN, BANTUL",Trimurti,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/69765054
Kabupaten Bantul,Srandakan,dikmen,20400379,SMA NEGERI 1 SRANDAKAN,JL.Pandansimo,Trimurti,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400379
Kabupaten Bantul,Srandakan,dikmen,20409903,SMK AR-RAHMAH,KEDUNGBULE,Trimurti,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20409903
Kabupaten Bantul,Srandakan,dikmen,20400454,SMK BINAWIYATA SRANDAKAN,"JL.PANDANSIMO, PONCOSARI SRANDAKAN BANTUL",Poncosari,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400454
Kabupaten Bantul,Srandakan,dikmen,69775328,SMK KESEHATAN NUZULA HUSADA,"Jl Srandakan KM 8, Tirimurti, Jetis, Srandakan, Bantul",Trimurti,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/69775328
Kabupaten Bantul,Sanden,dikmen,70059425,MA Al-Furqon Sanden,Bongoskenthi Rt 003 Murtigading Sanden Bantul DI Yogyakarta,Murtigading,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/70059425
Kabupaten Bantul,Sanden,dikmen,70042975,MAS Darul Mushlihin Bantul,"Mayungan 2, Murtigading, Sanden, Bantul",Murtigading,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/70042975
Kabupaten Bantul,Sanden,dikmen,20363267,MAS HAMALATUL QURAN,Wonoroto RT 04 Gadingsari Sanden Bantul D.I. Yogyakarta 55763,Gadingsari,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20363267
Kabupaten Bantul,Sanden,dikmen,20409874,SLB MARSUDI PUTRA III,Ketalo,Gadingsari,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20409874
Kabupaten Bantul,Sanden,dikmen,20400373,SMA NEGERI 1 SANDEN,JL. Sanden Murtigading,Murtigading,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400373
Kabupaten Bantul,Sanden,dikmen,20409338,SMK ISLAM TERPADU AL FURQON,"JLN. SANDEN KM. 4,5",Murtigading,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20409338
Kabupaten Bantul,Sanden,dikmen,20400433,SMK NEGERI 1 SANDEN,JL. SAMAS KM 11,Srigading,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400433
Kabupaten Bantul,Kretek,dikmen,70029520,MA NURUL ULUM,"Jl. Parangtritis Km 21, Tegalsari RT 48, Donotirto, Kretek, Bantul",Donotirto,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/70029520
Kabupaten Bantul,Kretek,dikmen,20400157,SLB MARDI MULYO,Jl. Samas Km 21 Karen,Tirtomulyo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400157
Kabupaten Bantul,Kretek,dikmen,20400378,SMA NEGERI 1 KRETEK,"GENTING, TIRTOMULYO, KRETEK",Tirtomulyo,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400378
Kabupaten Bantul,Kretek,dikmen,20400436,SMK MAARIF 1 KRETEK,JL. PARANGTRITIS KM 22 TEGALSARI,Donotirto,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400436
Kabupaten Bantul,Kretek,dikmen,20400452,SMK MUHAMMADIYAH KRETEK,JL. PARANGTRITIS TEGALSARI,Donotirto,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400452
Kabupaten Bantul,Pundong,dikmen,20400168,SLB WIDYA MULIA,Baran,Srihardono,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400168
Kabupaten Bantul,Pundong,dikmen,20400374,SMA NEGERI 1 PUNDONG,SRIHARDONO,Srihardono,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400374
Kabupaten Bantul,Pundong,dikmen,20400382,SMK NEGERI 1 PUNDONG,"Menang, Srihardono, Pundong, Bantul",Srihardono,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400382
Kabupaten Bantul,Bambang Lipuro,dikmen,20363262,MAS ASY-SYIFA`,JOGODAYOH,Sumbermulyo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20363262
Kabupaten Bantul,Bambang Lipuro,dikmen,70029862,SMA IT AR RAIHAN,"Jl. Maryono Mardi Utomo Ngajaran RT.05 Kalurahan Sidomulyo, Bambanglipuro",Sidomulyo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/70029862
Kabupaten Bantul,Bambang Lipuro,dikmen,20400407,SMA NEGERI 1 BAMBANGLIPURO,JL. SAMAS KM. 18,Mulyodadi,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400407
Kabupaten Bantul,Bambang Lipuro,dikmen,20400400,SMA STELLA DUCE BAMBANGLIPURO,GANJURAN,Sumbermulyo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400400
Kabupaten Bantul,Bambang Lipuro,dikmen,20400384,SMK MUHAMMADIYAH 1 BAMBANGLIPURO,"JL. SAMAS KM 2,3",Sumbermulyo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400384
Kabupaten Bantul,Bambang Lipuro,dikmen,20400401,SMK PARIWISATA BANTUL,JL. PARANGTRITIS KM.20,Sidomulyo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400401
Kabupaten Bantul,Pandak,dikmen,70008600,MAS MULTIMEDIA AR-RISALAH,"JL. MAKAMSEWU, NGEBLAK, RT 05 WIJIREJO PANDAK BANTUL",Wijirejo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/70008600
Kabupaten Bantul,Pandak,dikmen,60728794,MAS UNGGULAN AL-IMDAD,PONDOK PESANTREN AL-IMDAD II GUWOSARI PAJANGAN BANTUL DI YOGYAKARTA 55751,Wijirejo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/60728794
Kabupaten Bantul,Pandak,dikmen,20400155,SLB MARSUDI PUTRA 2,Jl. Kauman,Wijirejo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400155
Kabupaten Bantul,Pandak,dikmen,20400385,SMK COKROAMINOTO PANDAK,"GESIKAN, WIJIREJO, PANDAK, BANTUL",Wijirejo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400385
Kabupaten Bantul,Pandak,dikmen,20400446,SMK NEGERI 1 PANDAK,JL. KADEKROWO RT.04 GILANGHARJO PANDAK BANTUL,Gilangharjo,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400446
Kabupaten Bantul,Bantul,dikmen,20363264,MAN 1 BANTUL,"Jalan Prof. Dr. Supomo, SH Bantul Telepon (0274) 367607",Ringin Harjo,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20363264
Kabupaten Bantul,Bantul,dikmen,20363265,MAN 2 BANTUL,"JLN. PARANGTRITIS KM. 10,5",Sabdodadi,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20363265
Kabupaten Bantul,Bantul,dikmen,20400156,SLB MARSUDI PUTRA 1,"Jl. Dr. Wahidin Sudiro Husodo, Manding",Trirenggo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400156
Kabupaten Bantul,Bantul,dikmen,20400402,SMA 17 BANTUL,"JL. KOLONEL SUGIYONO, RINGINHARJO, BANTUL",Ringin Harjo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400402
Kabupaten Bantul,Bantul,dikmen,20400153,SMA MUHAMMADIYAH BANTUL,JL. URIP SUMOHARJO 04/A BANTUL,Bantul,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400153
Kabupaten Bantul,Bantul,dikmen,20400405,SMA NEGERI 1 BANTUL,"JL. KHA WAKHID HASYIM BANTUL, SUMURAN, PALBAPANG, BANTUL",Palbapang,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400405
Kabupaten Bantul,Bantul,dikmen,20400381,SMA NEGERI 2 BANTUL,"JL. RA. KARTINI, TRIRENGGO, BANTUL",Trirenggo,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400381
Kabupaten Bantul,Bantul,dikmen,20400389,SMA NEGERI 3 BANTUL,"Jalan Pramuka, Gaten, Trirenggo, Bantul",Trirenggo,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400389
Kabupaten Bantul,Bantul,dikmen,20400395,SMA PATRIA BANTUL,"JL. PARANGTRITIS KM 11, SABDODADI, BANTUL",Sabdodadi,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400395
Kabupaten Bantul,Bantul,dikmen,20409904,SMK KESEHATAN BANTUL,JL. PARANGTRITIS KM 11,Sabdodadi,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20409904
Kabupaten Bantul,Bantul,dikmen,20400383,SMK MUHAMMADIYAH 1 BANTUL,JL. PARANGTRITIS KM 12 MANDING,Trirenggo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400383
Kabupaten Bantul,Bantul,dikmen,20400445,SMK MUHAMMADIYAH 2 BANTUL,JL. BEJEN BANTUL YOGYAKARTA,Bantul,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400445
Kabupaten Bantul,Bantul,dikmen,20400416,SMK NEGERI 1 BANTUL,JL. PARANGTRITIS KM 11,Sabdodadi,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400416
Kabupaten Bantul,Bantul,dikmen,20400421,SMK PUTRA TAMA BANTUL,JL. MGR. ALB. SUGIYOPRANOTO NO.2,Bantul,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400421
Kabupaten Bantul,Bantul,dikmen,69775327,SMK TEKNOLOGI BANTUL,"Rendeng RT 01, Timbulharjo, Sewon, Bantul, Yogyakarta, 55186",Bantul,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/69775327
Kabupaten Bantul,Bantul,dikmen,20400370,SMK TUJUH BELAS BANTUL,JL. RAYA MELIKAN LOR BANTUL,Bantul,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400370
Kabupaten Bantul,Bantul,dikmen,20400386,SMK VETERAN BANTUL,JL. JENDRAL SUDIRMAN NO. 25 BANTUL,Bantul,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400386
Kabupaten Bantul,Jetis,dikmen,20400171,SLB PGRI TRIMULYO,Jl. Imogiri Timur Km 13 Trimulyo,Trimulyo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400171
Kabupaten Bantul,Jetis,dikmen,20400391,SMA Negeri 1 Jetis,"JL. Imogiri Barat KM. 11, Kertan",Sumber Agung,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400391
Kabupaten Bantul,Jetis,dikmen,20411873,SMK KI AGENG PEMANAHAN,"JL. PARANGTRITIS KM. 16.5, PATALAN",Patalan,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20411873
Kabupaten Bantul,Jetis,dikmen,69863308,SMK MERAH PUTIH JETIS,"Paten, Sumberagung, Jetis, Bantul",Sumber Agung,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/69863308
Kabupaten Bantul,Imogiri,dikmen,70043499,MAS TAHFIDZUL QUR`AN AL MUNA GIRILOYO,"JL. IMOGIRI TIMUR KM 14, JL. NOGOSARI, MANGGUNG",Wukirsari,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/70043499
Kabupaten Bantul,Imogiri,dikmen,20363266,MAS UMMATAN WASATHON,TILAMAN WUKIRSARI IMOGIRI,Wukirsari,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20363266
Kabupaten Bantul,Imogiri,dikmen,69765052,SLB SEKAR MELATI MUH. IMOGIRI,Ngrancah Sriharjo Imogiri,Sriharjo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/69765052
Kabupaten Bantul,Imogiri,dikmen,20400282,SMA MUHAMMADIYAH IMOGIRI,KERTEN,Imogiri,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400282
Kabupaten Bantul,Imogiri,dikmen,20400403,SMA NEGERI 1 IMOGIRI,JL. Imogiri Timur Km 14,Wukirsari,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400403
Kabupaten Bantul,Imogiri,dikmen,20400453,SMK MUHAMMADIYAH IMOGIRI,"JL. Bakulan - Imogiri, Garjoyo",Imogiri,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400453
Kabupaten Bantul,Imogiri,dikmen,20400423,SMK TAMANSISWA 1 IMOGIRI,JL. IMOGIRI-PANGGANG,Karangtalun,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400423
Kabupaten Bantul,Dlingo,dikmen,58570160,SLB INSAN MANDIRI,Jl. Patuk-Dlingo KM 10 Kapingan Temuwuh Dlingo,Temuwuh,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/58570160
Kabupaten Bantul,Dlingo,dikmen,20400388,SMA NEGERI 1 DLINGO,Jl. Sutan Syahrir,Dlingo,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400388
Kabupaten Bantul,Dlingo,dikmen,20400449,SMK NEGERI 1 DLINGO,JL. PATUK DLINGO KM 10,Temuwuh,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400449
